Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0030851,granulocyte differentiation,19_GO:0032502 developmental process,-2.5,9.8,4.9,30238,30,310,3,0.97,0.56,2624|6886|51176,GATA2|TAL1|LEF1,-0.98,GenesID
GO Molecular Functions,21,GO:0001968,fibronectin binding,,-2.5,9.8,4.9,30238,30,310,3,0.97,0.56,3486|3685|3688,IGFBP3|ITGAV|ITGB1,-0.98,GenesID
GO Cellular Components,20,GO:0008305,integrin complex,,-2.5,9.8,4.9,30238,30,310,3,0.97,0.56,3655|3685|3688,ITGA6|ITGAV|ITGB1,-0.98,GenesID
GO Biological Processes,19,GO:0008360,regulation of cell shape,19_GO:0032502 developmental process,-2.5,4.1,3.8,30238,142,310,6,1.9,0.78,1436|3791|9368|23191|25805|57194,CSF1R|KDR|NHERF1|CYFIP1|BAMBI|ATP10A,-0.98,GenesID
GO Molecular Functions,21,GO:0004713,protein tyrosine kinase activity,,-2.5,4.1,3.8,30238,142,310,6,1.9,0.78,1436|2321|3791|5156|10461|53834,CSF1R|FLT1|KDR|PDGFRA|MERTK|FGFRL1,-0.98,GenesID
GO Biological Processes,19,GO:0051336,regulation of hydrolase activity,19_GO:0065007 biological regulation,-2.4,3.6,3.6,30238,191,310,7,2.3,0.84,3655|3688|3987|23677|64115|81704|143872,ITGA6|ITGB1|LIMS1|SH3BP4|VSIR|DOCK8|ARHGAP42,-0.97,GenesID
GO Biological Processes,19,GO:0048754,branching morphogenesis of an epithelial tube,19_GO:0032502 developmental process,-2.4,4.1,3.8,30238,144,310,6,1.9,0.78,1906|3791|6662|6926|51176|441478,EDN1|KDR|SOX9|TBX3|LEF1|NRARP,-0.96,GenesID
GO Biological Processes,19,GO:0002712,regulation of B cell mediated immunity,19_GO:0002376 immune system process,-2.4,6.3,4.2,30238,62,310,4,1.3,0.64,718|1380|3133|7037,C3|CR2|HLA-E|TFRC,-0.96,GenesID
GO Biological Processes,19,GO:0002889,regulation of immunoglobulin mediated immune response,19_GO:0002376 immune system process,-2.4,6.3,4.2,30238,62,310,4,1.3,0.64,718|1380|3133|7037,C3|CR2|HLA-E|TFRC,-0.96,GenesID
GO Biological Processes,19,GO:0032648,regulation of interferon-beta production,19_GO:0032501 multicellular organismal process,-2.4,6.3,4.2,30238,62,310,4,1.3,0.64,4939|7099|10859|51284,OAS2|TLR4|LILRB1|TLR7,-0.96,GenesID
GO Molecular Functions,21,GO:0015026,coreceptor activity,,-2.4,6.3,4.2,30238,62,310,4,1.3,0.64,3560|3685|3688|3791,IL2RB|ITGAV|ITGB1|KDR,-0.96,GenesID
GO Biological Processes,19,GO:0072210,metanephric nephron development,19_GO:0032502 developmental process,-2.4,9.4,4.8,30238,31,310,3,0.97,0.56,5156|6662|30812,PDGFRA|SOX9|SOX8,-0.95,GenesID
GO Biological Processes,19,GO:0090205,positive regulation of cholesterol metabolic process,19_GO:0048518 positive regulation of biological process,-2.4,9.4,4.8,30238,31,310,3,0.97,0.56,183|9619|115330,AGT|ABCG1|GPR146,-0.95,GenesID
GO Biological Processes,19,GO:0033688,regulation of osteoblast proliferation,19_GO:0050789 regulation of biological process,-2.4,9.4,4.8,30238,31,310,3,0.97,0.56,3685|4088|30812,ITGAV|SMAD3|SOX8,-0.95,GenesID
GO Cellular Components,20,GO:0044298,cell body membrane,,-2.4,9.4,4.8,30238,31,310,3,0.97,0.56,482|64805|253559,ATP1B2|P2RY12|CADM2,-0.95,GenesID
GO Biological Processes,19,GO:0002244,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-2.4,4.8,3.9,30238,101,310,5,1.6,0.72,2624|5156|5978|6886|122618,GATA2|PDGFRA|REST|TAL1|PLD4,-0.95,GenesID
GO Biological Processes,19,GO:1903825,organic acid transmembrane transport,19_GO:0051179 localization,-2.4,4,3.7,30238,145,310,6,1.9,0.78,1376|5243|6506|6513|6541|6566,CPT2|ABCB1|SLC1A2|SLC2A1|SLC7A1|SLC16A1,-0.95,GenesID
GO Biological Processes,19,GO:0045834,positive regulation of lipid metabolic process,19_GO:0048518 positive regulation of biological process,-2.4,4,3.7,30238,145,310,6,1.9,0.78,183|972|1906|9619|115330|221395,AGT|CD74|EDN1|ABCG1|GPR146|ADGRF5,-0.95,GenesID
GO Biological Processes,19,GO:0070542,response to fatty acid,19_GO:0050896 response to stimulus,-2.4,6.2,4.2,30238,63,310,4,1.3,0.64,1906|5166|6662|6916,EDN1|PDK4|SOX9|TBXAS1,-0.94,GenesID
GO Biological Processes,19,GO:0046824,positive regulation of nucleocytoplasmic transport,19_GO:0051179 localization,-2.4,6.2,4.2,30238,63,310,4,1.3,0.64,3059|4088|4734|9531,HCLS1|SMAD3|NEDD4|BAG3,-0.94,GenesID
GO Molecular Functions,21,GO:0001664,G protein-coupled receptor binding,,-2.4,2.9,3.4,30238,300,310,9,2.9,0.95,183|718|1906|1910|2919|4734|9368|9630|25805,AGT|C3|EDN1|EDNRB|CXCL1|NEDD4|NHERF1|GNA14|BAMBI,-0.94,GenesID
GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-2.4,2.6,3.3,30238,416,310,11,3.5,1.1,1910|2065|2152|2321|2624|3791|4088|6662|57608|135228|441478,EDNRB|ERBB3|F3|FLT1|GATA2|KDR|SMAD3|SOX9|JCAD|CD109|NRARP,-0.94,GenesID
GO Biological Processes,19,GO:0046330,positive regulation of JNK cascade,19_GO:0048518 positive regulation of biological process,-2.4,4.8,3.9,30238,102,310,5,1.6,0.72,1647|1906|4616|7099|59341,GADD45A|EDN1|GADD45B|TLR4|TRPV4,-0.93,GenesID
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-2.4,2.3,3.2,30238,542,310,13,4.2,1.1,1910|2034|3688|4154|5156|5978|6662|6926|7004|30812|53834|56261|150094,EDNRB|EPAS1|ITGB1|MBNL1|PDGFRA|REST|SOX9|TBX3|TEAD4|SOX8|FGFRL1|GPCPD1|SIK1,-0.92,GenesID
GO Biological Processes,19,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",19_GO:0002376 immune system process,-2.4,6.1,4.2,30238,64,310,4,1.3,0.64,3071|3122|3965|54440,NCKAP1L|HLA-DRA|LGALS9|SASH3,-0.92,GenesID
GO Biological Processes,19,GO:0002230,positive regulation of defense response to virus by host,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,9.1,4.7,30238,32,310,3,0.97,0.56,10859|83666|151636,LILRB1|PARP9|DTX3L,-0.92,GenesID
GO Molecular Functions,21,GO:0043425,bHLH transcription factor binding,,-2.4,9.1,4.7,30238,32,310,3,0.97,0.56,4005|4088|6662,LMO2|SMAD3|SOX9,-0.92,GenesID
GO Molecular Functions,21,GO:0120015,sterol transfer activity,,-2.4,9.1,4.7,30238,32,310,3,0.97,0.56,4864|9619|26031,NPC1|ABCG1|OSBPL3,-0.92,GenesID
GO Biological Processes,19,GO:0060603,mammary gland duct morphogenesis,19_GO:0032502 developmental process,-2.4,9.1,4.7,30238,32,310,3,0.97,0.56,1436|2908|6926,CSF1R|NR3C1|TBX3,-0.92,GenesID
GO Molecular Functions,21,GO:0071889,14-3-3 protein binding,,-2.4,9.1,4.7,30238,32,310,3,0.97,0.56,15|23303|150094,AANAT|KIF13B|SIK1,-0.92,GenesID
GO Biological Processes,19,GO:0002449,lymphocyte mediated immunity,19_GO:0002376 immune system process,-2.4,3.1,3.5,30238,248,310,8,2.6,0.9,718|972|1380|3105|3133|3560|3635|3822,C3|CD74|CR2|HLA-A|HLA-E|IL2RB|INPP5D|KLRC2,-0.92,GenesID
GO Cellular Components,20,GO:0045335,phagocytic vesicle,,-2.4,4,3.7,30238,148,310,6,1.9,0.78,3105|3133|3685|7096|51284|122618,HLA-A|HLA-E|ITGAV|TLR1|TLR7|PLD4,-0.91,GenesID
GO Biological Processes,19,GO:0043255,regulation of carbohydrate biosynthetic process,19_GO:0050789 regulation of biological process,-2.4,4.7,3.8,30238,104,310,5,1.6,0.72,2908|3953|5507|150094|648791,NR3C1|LEPR|PPP1R3C|SIK1|PPP1R3G,-0.91,GenesID
GO Biological Processes,19,GO:0042303,molting cycle,19_GO:0032501 multicellular organismal process,-2.4,4.7,3.8,30238,104,310,5,1.6,0.72,6662|8323|11166|135228|147495,SOX9|FZD6|SOX21|CD109|APCDD1,-0.91,GenesID
GO Biological Processes,19,GO:0042633,hair cycle,19_GO:0032501 multicellular organismal process,-2.4,4.7,3.8,30238,104,310,5,1.6,0.72,6662|8323|11166|135228|147495,SOX9|FZD6|SOX21|CD109|APCDD1,-0.91,GenesID
GO Biological Processes,19,GO:1905954,positive regulation of lipid localization,19_GO:0051179 localization,-2.4,4.7,3.8,30238,104,310,5,1.6,0.72,718|1906|5244|9619|51703,C3|EDN1|ABCB4|ABCG1|ACSL5,-0.91,GenesID
GO Molecular Functions,21,GO:0042578,phosphoric ester hydrolase activity,,-2.4,2.7,3.3,30238,362,310,10,3.2,1,3635|5168|5507|5787|5791|8556|25939|56261|64759|113026,INPP5D|ENPP2|PPP1R3C|PTPRB|PTPRE|CDC14A|SAMHD1|GPCPD1|TNS3|PLCD3,-0.9,GenesID
GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,3.4,3.5,30238,198,310,7,2.3,0.84,837|7096|7099|9261|51284|81793|140609,CASP4|TLR1|TLR4|MAPKAPK2|TLR7|TLR10|NEK7,-0.9,GenesID
GO Biological Processes,19,GO:0090303,positive regulation of wound healing,19_GO:0048518 positive regulation of biological process,-2.3,6,4.1,30238,65,310,4,1.3,0.64,2152|3688|5327|196527,F3|ITGB1|PLAT|ANO6,-0.9,GenesID
GO Biological Processes,19,GO:0001961,positive regulation of cytokine-mediated signaling pathway,19_GO:0048518 positive regulation of biological process,-2.3,6,4.1,30238,65,310,4,1.3,0.64,837|972|1906|83666,CASP4|CD74|EDN1|PARP9,-0.9,GenesID
GO Biological Processes,19,GO:0002763,positive regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-2.3,6,4.1,30238,65,310,4,1.3,0.64,972|3059|51176|133522,CD74|HCLS1|LEF1|PPARGC1B,-0.9,GenesID
GO Biological Processes,19,GO:0002443,leukocyte mediated immunity,19_GO:0002376 immune system process,-2.3,2.9,3.3,30238,306,310,9,2.9,0.95,718|972|1380|3105|3133|3560|3635|3822|6338,C3|CD74|CR2|HLA-A|HLA-E|IL2RB|INPP5D|KLRC2|SCNN1B,-0.9,GenesID
GO Biological Processes,19,GO:0070167,regulation of biomineral tissue development,19_GO:0032502 developmental process,-2.3,4.6,3.8,30238,105,310,5,1.6,0.72,4088|6662|54829|55589|196527,SMAD3|SOX9|ASPN|BMP2K|ANO6,-0.89,GenesID
GO Biological Processes,19,GO:0045664,regulation of neuron differentiation,19_GO:0032502 developmental process,-2.3,3.4,3.5,30238,199,310,7,2.3,0.84,1910|2624|3688|5978|6662|9283|30812,EDNRB|GATA2|ITGB1|REST|SOX9|GPR37L1|SOX8,-0.89,GenesID
GO Molecular Functions,21,GO:0019903,protein phosphatase binding,,-2.3,3.9,3.6,30238,150,310,6,1.9,0.78,945|1003|1436|5507|10859|648791,CD33|CDH5|CSF1R|PPP1R3C|LILRB1|PPP1R3G,-0.89,GenesID
GO Biological Processes,19,GO:0046328,regulation of JNK cascade,19_GO:0050896 response to stimulus,-2.3,3.9,3.6,30238,150,310,6,1.9,0.78,1647|1906|2122|4616|7099|59341,GADD45A|EDN1|MECOM|GADD45B|TLR4|TRPV4,-0.89,GenesID
GO Molecular Functions,21,GO:0019956,chemokine binding,,-2.3,8.9,4.6,30238,33,310,3,0.97,0.56,2|3685|3688,A2M|ITGAV|ITGB1,-0.89,GenesID
GO Cellular Components,20,GO:0031528,microvillus membrane,,-2.3,8.9,4.6,30238,33,310,3,0.97,0.56,3685|5420|9368,ITGAV|PODXL|NHERF1,-0.89,GenesID
GO Biological Processes,19,GO:0090022,regulation of neutrophil chemotaxis,19_GO:0040011 locomotion,-2.3,8.9,4.6,30238,33,310,3,0.97,0.56,972|1906|3071,CD74|EDN1|NCKAP1L,-0.89,GenesID
GO Biological Processes,19,GO:0060325,face morphogenesis,19_GO:0032502 developmental process,-2.3,8.9,4.6,30238,33,310,3,0.97,0.56,5156|51176|64651,PDGFRA|LEF1|CSRNP1,-0.89,GenesID
GO Biological Processes,19,GO:0071466,cellular response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-2.3,3.4,3.5,30238,200,310,7,2.3,0.84,590|873|1906|5243|6663|7037|11309,BCHE|CBR1|EDN1|ABCB1|SOX10|TFRC|SLCO2B1,-0.89,GenesID
GO Molecular Functions,21,GO:0061135,endopeptidase regulator activity,,-2.3,3.4,3.5,30238,200,310,7,2.3,0.84,2|183|718|1471|5627|64115|135228,A2M|AGT|C3|CST3|PROS1|VSIR|CD109,-0.89,GenesID
GO Molecular Functions,21,GO:0050840,extracellular matrix binding,,-2.3,5.9,4.1,30238,66,310,4,1.3,0.64,3685|3688|8404|161198,ITGAV|ITGB1|SPARCL1|CLEC14A,-0.89,GenesID
GO Biological Processes,19,GO:0035019,somatic stem cell population maintenance,19_GO:0032502 developmental process,-2.3,5.9,4.1,30238,66,310,4,1.3,0.64,678|2624|5978|6662,ZFP36L2|GATA2|REST|SOX9,-0.89,GenesID
GO Biological Processes,19,GO:0032731,positive regulation of interleukin-1 beta production,19_GO:0048518 positive regulation of biological process,-2.3,5.9,4.1,30238,66,310,4,1.3,0.64,3965|4088|7099|140609,LGALS9|SMAD3|TLR4|NEK7,-0.89,GenesID
GO Biological Processes,19,GO:0046889,positive regulation of lipid biosynthetic process,19_GO:0048518 positive regulation of biological process,-2.3,4.6,3.8,30238,106,310,5,1.6,0.72,972|1906|9619|115330|221395,CD74|EDN1|ABCG1|GPR146|ADGRF5,-0.88,GenesID
GO Biological Processes,19,GO:0060070,canonical Wnt signaling pathway,19_GO:0050896 response to stimulus,-2.3,4.6,3.8,30238,106,310,5,1.6,0.72,1906|1910|6662|8323|51176,EDN1|EDNRB|SOX9|FZD6|LEF1,-0.88,GenesID
GO Biological Processes,19,GO:0070374,positive regulation of ERK1 and ERK2 cascade,19_GO:0048518 positive regulation of biological process,-2.3,3.4,3.5,30238,201,310,7,2.3,0.84,972|1436|3791|3965|5156|7099|59341,CD74|CSF1R|KDR|LGALS9|PDGFRA|TLR4|TRPV4,-0.88,GenesID
GO Biological Processes,19,GO:0016485,protein processing,19_GO:0009987 cellular process,-2.3,3.4,3.5,30238,201,310,7,2.3,0.84,590|837|1363|2152|5327|25825|64115,BCHE|CASP4|CPE|F3|PLAT|BACE2|VSIR,-0.88,GenesID
GO Biological Processes,19,GO:0043010,camera-type eye development,19_GO:0032502 developmental process,-2.3,2.7,3.3,30238,367,310,10,3.2,1,639|2321|3791|4088|4124|5156|6662|10461|30812|57045,PRDM1|FLT1|KDR|SMAD3|MAN2A1|PDGFRA|SOX9|MERTK|SOX8|TWSG1,-0.88,GenesID
GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-2.3,3.1,3.4,30238,254,310,8,2.6,0.9,718|972|1436|2321|3791|5168|83666|219771,C3|CD74|CSF1R|FLT1|KDR|ENPP2|PARP9|CCNY,-0.87,GenesID
GO Biological Processes,19,GO:0009755,hormone-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.3,3.9,3.6,30238,152,310,6,1.9,0.78,2908|4734|56937|79602|85315|133522,NR3C1|NEDD4|PMEPA1|ADIPOR2|PAQR8|PPARGC1B,-0.87,GenesID
GO Molecular Functions,21,GO:0120013,lipid transfer activity,,-2.3,5.8,4,30238,67,310,4,1.3,0.64,4864|9619|26031|51228,NPC1|ABCG1|OSBPL3|GLTP,-0.87,GenesID
GO Biological Processes,19,GO:0045671,negative regulation of osteoclast differentiation,19_GO:0002376 immune system process,-2.3,8.6,4.5,30238,34,310,3,0.97,0.56,3635|7099|10859,INPP5D|TLR4|LILRB1,-0.86,GenesID
GO Biological Processes,19,GO:0050869,negative regulation of B cell activation,19_GO:0002376 immune system process,-2.3,8.6,4.5,30238,34,310,3,0.97,0.56,3635|5074|64092,INPP5D|PAWR|SAMSN1,-0.86,GenesID
GO Biological Processes,19,GO:1902624,positive regulation of neutrophil migration,19_GO:0040011 locomotion,-2.3,8.6,4.5,30238,34,310,3,0.97,0.56,972|1906|3071,CD74|EDN1|NCKAP1L,-0.86,GenesID
GO Molecular Functions,21,GO:0090482,vitamin transmembrane transporter activity,,-2.3,8.6,4.5,30238,34,310,3,0.97,0.56,6513|9429|113278,SLC2A1|ABCG2|SLC52A3,-0.86,GenesID
GO Biological Processes,19,GO:0055123,digestive system development,19_GO:0032502 developmental process,-2.3,3.8,3.6,30238,153,310,6,1.9,0.78,639|1910|4088|5156|6662|6663,PRDM1|EDNRB|SMAD3|PDGFRA|SOX9|SOX10,-0.86,GenesID
GO Biological Processes,19,GO:0008217,regulation of blood pressure,19_GO:0032501 multicellular organismal process,-2.3,3.4,3.4,30238,203,310,7,2.3,0.84,183|1906|1910|4088|6338|9283|143872,AGT|EDN1|EDNRB|SMAD3|SCNN1B|GPR37L1|ARHGAP42,-0.86,GenesID
GO Biological Processes,19,GO:0043603,amide metabolic process,19_GO:0009987 cellular process,-2.3,2.5,3.2,30238,431,310,11,3.5,1.1,15|590|1363|3295|3416|6506|25825|51703|79993|84532|338596,AANAT|BCHE|CPE|HSD17B4|IDE|SLC1A2|BACE2|ACSL5|ELOVL7|ACSS1|ST8SIA6,-0.85,GenesID
GO Biological Processes,19,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",19_GO:0002376 immune system process,-2.3,5.7,4,30238,68,310,4,1.3,0.64,8809|23308|51176|54440,IL18R1|ICOSLG|LEF1|SASH3,-0.85,GenesID
GO Cellular Components,20,GO:0016328,lateral plasma membrane,,-2.3,5.7,4,30238,68,310,4,1.3,0.64,482|2065|6566|6640,ATP1B2|ERBB3|SLC16A1|SNTA1,-0.85,GenesID
GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.3,3,3.3,30238,258,310,8,2.6,0.9,1906|9283|9368|9630|10203|64805|115330|221395,EDN1|GPR37L1|NHERF1|GNA14|CALCRL|P2RY12|GPR146|ADGRF5,-0.84,GenesID
GO Biological Processes,19,GO:0009914,hormone transport,19_GO:0051179 localization,-2.3,4.5,3.7,30238,109,310,5,1.6,0.72,1363|1906|5243|6926|59341,CPE|EDN1|ABCB1|TBX3|TRPV4,-0.84,GenesID
GO Biological Processes,19,GO:0072009,nephron epithelium development,19_GO:0032502 developmental process,-2.3,4.5,3.7,30238,109,310,5,1.6,0.72,1906|1910|5420|6662|30812,EDN1|EDNRB|PODXL|SOX9|SOX8,-0.84,GenesID
GO Biological Processes,19,GO:0032368,regulation of lipid transport,19_GO:0051179 localization,-2.3,3.8,3.5,30238,155,310,6,1.9,0.78,183|1906|3685|5244|9619|51703,AGT|EDN1|ITGAV|ABCB4|ABCG1|ACSL5,-0.84,GenesID
GO Molecular Functions,21,GO:0016788,"hydrolase activity, acting on ester bonds",,-2.3,2.1,3,30238,690,310,15,4.8,1.2,590|760|3635|5168|5507|5787|5791|8556|11343|25939|56261|64759|87178|113026|122618,BCHE|CA2|INPP5D|ENPP2|PPP1R3C|PTPRB|PTPRE|CDC14A|MGLL|SAMHD1|GPCPD1|TNS3|PNPT1|PLCD3|PLD4,-0.84,GenesID
GO Biological Processes,19,GO:0110110,positive regulation of animal organ morphogenesis,19_GO:0032502 developmental process,-2.3,8.4,4.4,30238,35,310,3,0.97,0.56,1906|6662|30812,EDN1|SOX9|SOX8,-0.84,GenesID
GO Cellular Components,20,GO:0005834,heterotrimeric G-protein complex,,-2.3,8.4,4.4,30238,35,310,3,0.97,0.56,2787|9630|55970,GNG5|GNA14|GNG12,-0.84,GenesID
GO Biological Processes,19,GO:0071634,regulation of transforming growth factor beta production,19_GO:0032501 multicellular organismal process,-2.3,8.4,4.4,30238,35,310,3,0.97,0.56,3965|4088|10859,LGALS9|SMAD3|LILRB1,-0.84,GenesID
GO Biological Processes,19,GO:1903531,negative regulation of secretion by cell,19_GO:0051179 localization,-2.3,3.8,3.5,30238,156,310,6,1.9,0.78,1906|3071|3965|5978|7133|10859,EDN1|NCKAP1L|LGALS9|REST|TNFRSF1B|LILRB1,-0.83,GenesID
GO Biological Processes,19,GO:0001938,positive regulation of endothelial cell proliferation,19_GO:0048518 positive regulation of biological process,-2.3,4.4,3.7,30238,110,310,5,1.6,0.72,2152|2624|3791|57608|441478,F3|GATA2|KDR|JCAD|NRARP,-0.83,GenesID
GO Biological Processes,19,GO:0051851,host-mediated perturbation of symbiont process,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,4.4,3.7,30238,110,310,5,1.6,0.72,972|1436|3429|5978|51176,CD74|CSF1R|IFI27|REST|LEF1,-0.83,GenesID
GO Biological Processes,19,GO:0141193,nuclear receptor-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.3,4.4,3.7,30238,110,310,5,1.6,0.72,2908|4734|56937|85315|133522,NR3C1|NEDD4|PMEPA1|PAQR8|PPARGC1B,-0.83,GenesID
GO Biological Processes,19,GO:0001676,long-chain fatty acid metabolic process,19_GO:0009987 cellular process,-2.3,4.4,3.7,30238,110,310,5,1.6,0.72,1376|3295|4051|11343|51703,CPT2|HSD17B4|CYP4F3|MGLL|ACSL5,-0.83,GenesID
GO Biological Processes,19,GO:0014013,regulation of gliogenesis,19_GO:0032502 developmental process,-2.3,4.4,3.7,30238,110,310,5,1.6,0.72,5583|6663|7133|9283|30812,PRKCH|SOX10|TNFRSF1B|GPR37L1|SOX8,-0.83,GenesID
GO Biological Processes,19,GO:0051260,protein homooligomerization,19_GO:0009987 cellular process,-2.2,3.3,3.4,30238,207,310,7,2.3,0.84,6506|25939|30844|30845|87178|115207|138151,SLC1A2|SAMHD1|EHD4|EHD3|PNPT1|KCTD12|NACC2,-0.82,GenesID
GO Cellular Components,20,GO:0030662,coated vesicle membrane,,-2.2,3.3,3.4,30238,207,310,7,2.3,0.84,972|3105|3117|3122|3127|3133|7037,CD74|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|TFRC,-0.82,GenesID
GO Biological Processes,19,GO:0014015,positive regulation of gliogenesis,19_GO:0032502 developmental process,-2.2,5.6,3.9,30238,70,310,4,1.3,0.64,5583|6663|7133|30812,PRKCH|SOX10|TNFRSF1B|SOX8,-0.81,GenesID
GO Biological Processes,19,GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-2.2,5.6,3.9,30238,70,310,4,1.3,0.64,1380|3071|3965|10859,CR2|NCKAP1L|LGALS9|LILRB1,-0.81,GenesID
GO Biological Processes,19,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-2.2,5.6,3.9,30238,70,310,4,1.3,0.64,3105|3122|3133|3822,HLA-A|HLA-DRA|HLA-E|KLRC2,-0.81,GenesID
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-2.2,2.6,3.2,30238,377,310,10,3.2,1,183|482|4734|6640|9368|10859|29763|80024|150094|196527,AGT|ATP1B2|NEDD4|SNTA1|NHERF1|LILRB1|PACSIN3|SLC8B1|SIK1|ANO6,-0.81,GenesID
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-2.2,2.4,3.1,30238,438,310,11,3.5,1.1,1003|3059|3071|6662|6886|7037|7099|23191|57580|64805|140609,CDH5|HCLS1|NCKAP1L|SOX9|TAL1|TFRC|TLR4|CYFIP1|PREX1|P2RY12|NEK7,-0.81,GenesID
GO Biological Processes,19,GO:0045577,regulation of B cell differentiation,19_GO:0002376 immune system process,-2.2,8.1,4.4,30238,36,310,3,0.97,0.56,678|3071|3635,ZFP36L2|NCKAP1L|INPP5D,-0.81,GenesID
GO Biological Processes,19,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,19_GO:0050896 response to stimulus,-2.2,8.1,4.4,30238,36,310,3,0.97,0.56,2065|3685|9531,ERBB3|ITGAV|BAG3,-0.81,GenesID
GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0009987 cellular process,-2.2,2.8,3.2,30238,319,310,9,2.9,0.95,1910|2235|3705|3953|4864|5724|6338|9619|84532,EDNRB|FECH|ITPK1|LEPR|NPC1|PTAFR|SCNN1B|ABCG1|ACSS1,-0.81,GenesID
GO Biological Processes,19,GO:0050767,regulation of neurogenesis,19_GO:0032502 developmental process,-2.2,2.6,3.1,30238,378,310,10,3.2,1,2624|3688|4124|5583|5978|6663|7133|9283|30812|51176,GATA2|ITGB1|MAN2A1|PRKCH|REST|SOX10|TNFRSF1B|GPR37L1|SOX8|LEF1,-0.81,GenesID
GO Cellular Components,20,GO:0030027,lamellipodium,,-2.2,3.3,3.3,30238,209,310,7,2.3,0.84,3685|3688|5420|23191|54518|59341|81704,ITGAV|ITGB1|PODXL|CYFIP1|APBB1IP|TRPV4|DOCK8,-0.81,GenesID
GO Biological Processes,19,GO:0071222,cellular response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,3.3,3.3,30238,209,310,7,2.3,0.84,1910|4064|5243|5724|7099|7133|10859,EDNRB|CD180|ABCB1|PTAFR|TLR4|TNFRSF1B|LILRB1,-0.81,GenesID
GO Cellular Components,20,GO:0032588,trans-Golgi network membrane,,-2.2,4.4,3.6,30238,112,310,5,1.6,0.72,972|3117|3122|3127|122618,CD74|HLA-DQA1|HLA-DRA|HLA-DRB5|PLD4,-0.81,GenesID
GO Biological Processes,19,GO:0003073,regulation of systemic arterial blood pressure,19_GO:0032501 multicellular organismal process,-2.2,4.4,3.6,30238,112,310,5,1.6,0.72,183|1906|1910|9283|143872,AGT|EDN1|EDNRB|GPR37L1|ARHGAP42,-0.81,GenesID
GO Biological Processes,19,GO:0045937,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-2.2,2.7,3.2,30238,320,310,9,2.9,0.95,718|972|1436|2321|3791|5168|83666|219771|221395,C3|CD74|CSF1R|FLT1|KDR|ENPP2|PARP9|CCNY|ADGRF5,-0.8,GenesID
GO Biological Processes,19,GO:0044092,negative regulation of molecular function,19_GO:0065007 biological regulation,-2.2,2.7,3.2,30238,320,310,9,2.9,0.95,183|1647|1910|3397|23677|51176|83666|150094|151636,AGT|GADD45A|EDNRB|ID1|SH3BP4|LEF1|PARP9|SIK1|DTX3L,-0.8,GenesID
GO Biological Processes,19,GO:0010562,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-2.2,2.7,3.2,30238,320,310,9,2.9,0.95,718|972|1436|2321|3791|5168|83666|219771|221395,C3|CD74|CSF1R|FLT1|KDR|ENPP2|PARP9|CCNY|ADGRF5,-0.8,GenesID
GO Biological Processes,19,GO:0043535,regulation of blood vessel endothelial cell migration,19_GO:0040011 locomotion,-2.2,3.7,3.4,30238,159,310,6,1.9,0.78,285|1647|2113|2624|3791|57608,ANGPT2|GADD45A|ETS1|GATA2|KDR|JCAD,-0.8,GenesID
GO Biological Processes,19,GO:2000379,positive regulation of reactive oxygen species metabolic process,19_GO:0048518 positive regulation of biological process,-2.2,5.5,3.9,30238,71,310,4,1.3,0.64,183|873|1647|7099,AGT|CBR1|GADD45A|TLR4,-0.8,GenesID
